epoch,lr,train_loss,val_loss,mean_psnr,low5_psnr,low1_psnr,mean_ms_ssim,low5_ms_ssim,low1_ms_ssim,mean_lpips,low5_lpips,low1_lpips,epoch_time_sec
1,0.0001999531232347445,0.2903829125328834,0.22532138301105034,15.986024856567383,13.739787101745605,13.095032691955566,0.6024559140205383,0.37719422578811646,0.26984408497810364,0.6890100836753845,0.747406005859375,0.7670574188232422,1451.9340963363647
2,0.00019981253920068581,0.19651971738901197,0.16811814031949857,16.809818267822266,14.213252067565918,13.589966773986816,0.6238283514976501,0.3911660313606262,0.28685462474823,0.6403514742851257,0.7027314305305481,0.7196316719055176,1748.8523681163788
3,0.0001995783866372926,0.16657440933566656,0.14999386631860967,16.737266540527344,14.217304229736328,13.717700958251953,0.6244109272956848,0.3928202986717224,0.2904631495475769,0.6436985731124878,0.7067675590515137,0.7215776443481445,1636.05592918396
4,0.0001992508966248754,0.15471292893338648,0.13861198378045383,16.946475982666016,14.251246452331543,13.576066017150879,0.6228436827659607,0.38846084475517273,0.2807064652442932,0.6337757706642151,0.6946568489074707,0.7113821506500244,1615.6326756477356
5,0.0001988303923565381,0.1485302521390204,0.13702731379648533,16.818124771118164,14.114611625671387,13.37313461303711,0.6198806762695312,0.3828241527080536,0.2710109353065491,0.6417909264564514,0.7047017216682434,0.7223638892173767,1735.49214553833
6,0.00019831728881922545,0.14688569441530275,0.13732199189139577,16.826704025268555,14.123387336730957,13.585680961608887,0.6215150356292725,0.3849666118621826,0.278603196144104,0.6395896077156067,0.7089975476264954,0.7226783037185669,2104.3608722686768
